에피소드ID,산업,발명중요도,보상규정형식레벨,보상규정형식설명,보상비율수준,보상비율라벨,보상비율실현값,인지모드,실시료율,기준매출만원,독점권기여율,출원보너스만원,등록보너스만원,실시보너스만원,실지급액합계만원,충격유형,충격배율,사용자이익기초만원,사용자이익충격후만원,충격전정당보상만원,정당보상추정만원,격차만원,발명자결정,감정동인,발명자이유,최종결과,재시도횟수
135,제약,보통,0,보상규정 자체가 없음,0,인색,1.1478,S1,0.05,1641180,0.0676,96,239,621,956,M&A,7.6,5550.9,42186.8,832.6,6328.0,5372.0,청구,배신감,"회사에 보상규정조차 없고, 공시 기준 42,186.8만원의 이익에 비해 내가 받은 956만원은 현저히 불균형합니다. M&A가 있었더라도 의무는 승계되므로 정당한 직무발명 보상을 법적으로 요구할 필요가 있습니다. 신뢰가 무너졌지만, 바로 소송보다는 법적 청구 절차를 개시해 객관적 산정과 자료 확보부터 시작하겠습니다. 협의 여지는 남기되 법적 권리를 분명히 하겠다는 메시지를 주고자 합니다.",청구,0
132,반도체,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,2,후함,4.4056,S2,0.03,2173960,0.2591,1117,2792,7258,11167,라이선스수입,7.9,16897.6,133491.0,2534.6,20023.6,8856.6,청구,자부심,"보상규정이 존재하나 서면 통지가 없어 발명진흥법 제15조 제2~4항 위반 소지가 크고, 제15조 제6항의 정당보상 추정도 받기 어려워 현재 보상을 그대로 수용할 근거가 약합니다. 라이선스수입이 현실화되어 2023다237514의 ‘상당인과관계 있는 이익’에 해당하고, 2011·2017년 대법원 판례의 실시료율/공헌도 기준(대략 2~3%, 10~20%) 취지를 참작하면 회사 이익 133,491.0만원 대비 제 보상 몫은 13,349~26,698만원 범위로 기수령 11,167만원은 하회합니다. 2009다75178의 10년 소멸시효를 감안해 권리 보전을 서두르되, 소송은 2~3년과 비용 부담이 커 우선 사내·조정 절차로 추가 산정 및 자료공개를 요구하는 것이 실익이 큽니다. 따라서 ‘청구’로 공식 절차를 개시해 미통지된 보상규정의 적법성 및 산정기준(독점권 기여율 등)을 전면 재검토받고 합리적 추가보상을 압박하겠습니다.",청구,0
129,반도체,핵심,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,10.9521,S2,0.03,4035374,0.2872,5711,14278,37124,57113,사업화성공,14.4,34765.4,500621.8,5214.8,75093.3,17980.3,협상요청,자부심,"1) 보상규정은 서면 고지했으나 종업원과의 협의가 없어 발명진흥법 제15조 제3항 위반 소지가 있고, 제15조 제6항의 정당보상 추정이 미적용되어 추가 협의 레버리지가 있습니다. 2) 사업화 성공과 회사 이익 500,621.8만원은 분명하며 현재 수령 57,113만원은 판례상 발명자 공헌도 10~20%(2009다75178 등) 기준의 하단~중간 수준이지만, 실시료율 2~3%(2014다220347, 2009다75178)와 2023다237514의 ‘상당인과관계 있는 이익’ 법리에 따라 산정이 상하로 변동될 수 있습니다. 3) 즉시 소송은 2~3년 소요·비용 부담과 인과·독점기여율 다툼에 따른 감액 위험이 커 기대효용이 낮습니다. 4) 따라서 우선 회사에 추가 협의·내부 청구를 요청해 산정근거 공개와 상향(예: 공헌도 상단 근접) 여부를 타진하고, 불성사 시 조정·소송으로 단계적으로 이행하는 것이 합리적입니다.",협상,0
130,제조,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,1,보통,2.3701,S2,0.03,3050178,0.0543,177,442,1149,1768,라이선스수입,5.4,4972.0,26848.8,745.8,4027.3,2259.3,청구,자부심,"회사는 보상규정을 서면 고지했으나 제15조 3항의 종업원 협의를 누락하여 제15조 6항의 정당보상 추정이 미치지 않습니다. 공시된 사용자 이익 26,848.8만원에 대법원 2009다75178의 발명자 공헌도 10~20%를 적용하면 2,685~5,370만원인데, 기수령액 1,768만원은 현저히 하회합니다. 라이선스 수입이 존재하므로 2023다237514의 ‘상당인과관계 있는 이익’ 법리에 비추어 사용자 이익 산정이 비교적 명확하고, 공지기술 항변(2009다91507) 가능성도 낮습니다. 소송은 2~3년과 비용 부담이 커서 우선 사내·조정 중심의 ‘청구’ 절차로 추가보상을 공식 요구하되, 10년 소멸시효(2009다75178)를 유념해 신속히 착수하는 것이 합리적입니다.",청구,0
137,반도체,핵심,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,0,인색,0.8769,S1,0.03,2002133,0.4069,322,804,2089,3215,라이선스수입,3.5,24442.9,85550.2,3666.4,12832.5,9617.5,청구,배신감,"회사 보상규정이 일방 통지만 되었고 협의가 없었다면 그 규정만으로 보상의 합리성이 담보되기 어렵다. 발명으로 발생한 라이선스 수입이 85,550.2만원인데 내가 받은 3,215만원은 회사 이익과 기여를 고려할 때 현저히 적다고 본다. 법정 직무발명 보상 청구를 개시해 사용자 이익과 기여율에 대한 객관적 자료를 확보하고 시효를 중단하겠다. 소송 전 합의 가능성은 열어두되 우선 공식 청구로 권리를 분명히 하겠다.",청구,0
139,반도체,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,5.4789,S1,0.03,1488536,0.0403,148,370,961,1479,침해소송승소,3.0,1799.1,5397.3,269.9,809.6,-669.4,수용,자부심,"회사 보상규정이 투명하게 운영되었고, 작성·통지 절차도 준수되었습니다. 공시된 이익 5,397.3만원 대비 내가 받은 1,479만원은 비율상 납득 가능한 수준이라고 판단합니다. 침해소송 승소로 발명의 가치가 공인되어 금전 외 평판·기회 측면의 보상도 기대됩니다. 불필요한 갈등보다 성과를 바탕으로 다음 프로젝트에서 더 큰 기여와 평가를 받는 길을 택합니다.",수용,0
134,제조,핵심,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,1,보통,2.5865,S1,0.03,3559569,0.281,1164,2911,7568,11643,이직제안,1.1,30009.2,33010.1,4501.4,4951.5,-6691.5,협상요청,자부심,"회사에 보상규정은 있지만 서면 주지 의무를 이행하지 않아 규정의 구속력이 약하고 추가 보상 협의 여지가 있다고 봅니다. 회사 공시 이익 대비 내가 받은 보상은 의미 있으나, 발명의 기여도와 향후 수익을 반영한 합리성 재검토가 필요합니다. 소송 직행은 비용·시간·관계 리스크가 커 우선 협상으로 신속한 조정을 시도하겠습니다. 또한 이직 제안이 있는 만큼 회사의 유지보상과 인정에 대해 추가 패키지를 협의할 명분이 충분합니다.",협상,0
133,제약,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,0,인색,0.9315,S2,0.05,1314403,0.114,105,262,680,1047,라이선스수입,4.8,7491.8,35960.6,1123.8,5394.1,4347.1,청구,배신감,"보상규정을 서면으로만 알리고 작성·변경 시 종업원과 협의하지 않아 발명진흥법 제15조 제3항을 충족하지 못해 제15조 제6항의 ‘정당보상 간주’ 보호를 받기 어렵습니다. 직무발명으로 라이선스수입(회사 공시 35,960.6만원)이 발생했고, 대법원 2023다237514에 따라 이는 상당인과관계 있는 사용자 이익으로 평가될 여지가 큽니다. 지금까지의 보상 1,047만원은 판례상 발명자 공헌도(10~20%)만 반영해도 3,596~7,192만원과 큰 격차가 있어 2009다75178 등이 요구한 사용자 이익·공헌도 고려 원칙에 미흡합니다. 소송은 시간·비용 부담이 크므로 우선 사내·조정 절차로 공식 청구해 산정 근거 공개와 추가 보상을 압박하고, 불성실 대응 시 소 제기를 대비하는 것이 합리적입니다.",청구,0
138,반도체,핵심,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",1,보통,2.554,S1,0.03,3398807,0.3142,1227,3068,7978,12273,사업화성공,14.8,32036.8,474144.6,4805.5,71121.7,58848.7,협상요청,자부심,"회사 이익 474,144.6만원 대비 제가 받은 12,273만원은 약 2.6%로, 사업화 성공과 제 공헌도를 감안하면 낮다고 느낍니다. 회사가 보상규정을 성실히 운영한 점은 인정하므로, 법적 절차 전에 공헌도 산정과 이익배분율 재검토를 정식으로 요청하겠습니다. 합리적 조정 가능성을 우선 확인한 뒤, 필요 시 후속 절차를 검토하겠습니다.",협상,0
136,IT,미미,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,1,보통,2.4676,S2,0.02,2875713,0.0458,98,244,633,975,이직제안,1.3,2633.6,3423.7,395.0,513.6,-461.4,협상요청,자부심,"IT 산업 특성과 대법원 판례(정보통신 분야 실시료율·발명자 공헌도 낮은 경향)를 감안하면, 회사 공시 이익 3,423.7만원 대비 통상 범위 보상액(342~685만원)을 현재 수령액 975만원이 이미 상회합니다. 다만 회사는 보상규정을 서면 고지하지 않아 발명진흥법 제15조 제6항의 정당보상 추정이 깨지고, 2023다237514 법리에 비추어 승계 이후 사정까지 고려한 추가 보상 협의 여지는 남아 있습니다. 기대 가능한 추가 금액 대비 ‘청구/소송’의 시간·비용 부담이 커 실익이 작습니다. 따라서 서면 산정근거와 회사 이익자료 공개, 규정의 적법 고지, 소액 상향 또는 대체 보상을 조건으로 추가 협의를 우선 요청하겠습니다.",협상,0
143,반도체,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,5.4766,S1,0.03,2845762,0.0329,231,577,1499,2307,이직제안,1.0,2808.0,2808.0,421.2,421.2,-1885.8,수용,자부심,"회사 보상규정이 서면 고지·협의·통지까지 적법하게 이행되었고 절차상 하자가 보이지 않습니다. 회사 이익 2,808만원 대비 제가 받은 2,307만원은 매우 높은 비율로 합리적 보상 수준을 충분히 충족합니다. 추가 협상이나 법적 절차로 얻을 실익이 크지 않고 관계 리스크만 커질 수 있습니다. 제 성과가 제대로 인정받았다는 느낌이 들어 현 보상을 수용합니다.",수용,0
142,반도체,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,0,인색,1.0021,S1,0.03,662353,0.278,83,208,539,830,무효소송승소,1.5,5523.9,8285.8,828.6,1242.9,412.9,청구,배신감,회사가 보상규정을 두고도 종업원에게 서면으로 고지하지 않은 점은 규정 효력과 감액 사유로 보기 어렵습니다. 회사 이익이 약 8.3억 원인데 내가 받은 보상은 830만 원으로 약 1% 수준에 불과해 기여에 비해 현저히 낮습니다. 게다가 무효소송 승소로 특허의 유효성과 경제적 가치가 입증되었습니다. 따라서 정당한 추가 보상을 확보하기 위해 법적 보상 청구 절차를 곧바로 개시하겠습니다.,청구,0
144,제약,핵심,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,0,인색,1.0073,S1,0.05,4074585,0.4088,1258,3146,8180,12584,라이선스수입,7.9,83283.3,657938.1,12492.5,98690.7,86106.7,청구,배신감,"회사 공시 기준 이익이 약 65.8억인데 받은 보상은 약 1.26억으로, 기여 대비 보상이 현저히 낮아 보입니다. 보상규정이 있으면서도 서면 고지가 없었던 점은 규정의 구속력을 약화시켜 법적 청구에서 제게 유리한 요소입니다. 제약 분야 라이선스 수입은 발명으로 인한 이익 산정이 비교적 명확해 정당한 추가 보상을 인정받을 가능성이 큽니다. 즉시 법적 보상 청구를 개시해 시효를 중단하고 협상 지렛대를 확보한 뒤, 회사 대응을 보고 소송을 검토하겠습니다.",청구,0
145,제약,보통,0,보상규정 자체가 없음,1,보통,2.7555,S1,0.05,939724,0.1129,219,548,1426,2193,무효소송승소,1.7,5306.0,9020.2,795.9,1353.0,-840.0,협상요청,자부심,"회사에 보상규정이 없어 합리적 기준에 따른 보상이 명확히 정해지지 않았다고 느낍니다. 무효소송 승소로 발명의 가치를 회사가 입증했고, 공시된 이익도 확인되는 만큼 제 기여를 기준으로 보상 수준을 재산정할 필요가 있다고 판단했습니다. 현재 수령액이 업계 관행과 기여도에 비추어 적정한지 회사와 함께 수치로 투명하게 점검하고 싶습니다. 소송에 앞서 우선 협의로 합리적 보상과 내부 절차를 마련해 상호 신뢰와 관계를 유지하려 합니다.",협상,0
147,제약,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,5.4707,S1,0.05,1155963,0.0807,383,957,2487,3827,침해소송승소,4.0,4664.3,18657.2,699.6,2798.6,-1028.4,협상요청,자부심,"이 발명으로 회사가 18,657.2만원의 이익을 얻었고, 내가 받은 보상은 3,827만원으로 약 20% 수준입니다. 보상규정은 서면 고지에 그쳤고 제·개정 시 종업원 협의가 없어 절차적 정당성이 약합니다. 침해소송 승소로 발명의 가치가 객관적으로 입증된 만큼 추가 보상의 여지가 있다고 봅니다. 소송에 앞서 관계를 유지하며 합리적 수준의 추가 보상을 받기 위해 우선 협상을 요청하겠습니다.",협상,0
146,제조,핵심,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,10.25,S1,0.03,709664,0.445,1457,3642,9468,14567,M&A,5.9,9474.6,55900.1,1421.2,8385.0,-6182.0,협상요청,배신감,"회사에 보상규정은 있었지만 종업원에게 서면으로 알리지 않은 점은 규정의 구속력과 보상 산정의 공정성에 의문을 남깁니다. 공시된 회사 이익(약 5.59억 원) 대비 내가 받은 보상(약 1.46억 원)은 적지 않지만, M&A로 인한 기업가치 상승분이 충분히 반영됐는지는 불명확합니다. 소송 전에 추가 자료 공개와 산정기준 재협의를 공식 요청해 합리적 보상에 도달할 여지가 있다고 봅니다. 협상이 원만히 진행되지 않거나 성실한 응답이 없을 경우 법적 절차로 전환할 것을 전제로 합니다.",협상,0
141,제약,중요,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,5.3157,S2,0.05,3213031,0.1763,2258,5645,14677,22580,침해소송승소,3.0,28318.6,84955.8,4247.8,12743.4,-9836.6,수용,자부심,"제약 산업 특성상 판례가 인정한 발명자 공헌도는 10~20% 수준이며, 회사 보상규정은 제15조 제3항의 ‘협의’ 절차 흠이 있어 15조6항의 정당보상 추정은 어렵습니다. 침해소송 승소로 독점효과는 인정되나 공시된 사용자 이익은 84,955.8만원 수준입니다. 제가 이미 받은 22,580만원은 판례상 공헌도(10~20%)를 단순 적용한 범위(8,496~16,991만원)를 넘어 추가 청구의 기대이익이 크지 않습니다. 청구·소송은 시간·비용과 관계 훼손 부담이 큰 반면 규정상 흠만으로 추가 보상이 담보되기 어렵기에, 현재 보상을 수용합니다.",수용,0
153,제조,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,10.0216,S1,0.03,2861136,0.0642,829,2072,5385,8286,이직제안,1.2,5512.2,6614.6,826.8,992.2,-7293.8,수용,자부심,"회사 공시 기준 이익(6,614.6만원)보다 내가 받은 보상(8,286만원)이 이미 상회하므로 추가 청구의 명분과 실익이 낮습니다. 보상규정 수립 시 협의 절차의 흠은 있으나, 결과적으로 합리 수준을 넘어서는 보상을 받은 셈이며 분쟁은 오히려 리스크만 키울 수 있습니다. 또한 이직 제안이 있는 상황에서 갈등을 확대하기보다 현재 성과를 인정받고 깔끔히 마무리하는 편이 유리합니다. 이번 성과에 대해 스스로도 충분히 인정받았다고 느낍니다.",수용,0
140,제조,보통,0,보상규정 자체가 없음,0,인색,1.0027,S2,0.03,3160452,0.0915,130,326,849,1305,M&A,7.1,8675.9,61598.9,1301.4,9239.8,7934.8,협상요청,자부심,"회사에 보상규정이 없어 발명진흥법 제15조 제2~4항을 이행하지 않았으므로 제6항의 ‘정당보상’ 추정이 적용되지 않습니다(시효 10년, 대법원 2009다75178 유의). 회사 공시 이익 61,598.9만원은 상한적 지표일 뿐이고, 판례상 실시료율(대략 2~3%)·발명자 공헌도(10~20%) 및 ‘상당인과관계 있는 이익’ 법리(대법원 2023다237514)를 반영하면 실제 보상 산정치는 사용자 독점이익에 한정되어 제시 추정보다 낮아질 개연성이 있으나, 현재 수령액 1,305만원은 하한선 대비 낮거나 경계선으로 추가 정산 여지가 있습니다. 협상·사내 절차는 수개월 내 저비용으로 보상규정 제정, 산식·근거자료 개시, 소급 정산을 도출할 여지가 큰 반면, 소송은 2~3년 소요와 변호사비 부담에 비해 M&A 프리미엄의 인과관계 쟁점 등으로 불확실성이 큽니다. 따라서 우선 회사에 정식 협상을 요구해 보상규정 제정 및 추가보상을 도출하고, 불성립 시 조정·소송으로 이행하겠다는 입장을 통지하며 시효 관리로 권리보전을 병행하는 것이 합리적입니다.",협상,0
148,제약,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,0,인색,1.1327,S2,0.05,2234941,0.276,524,1310,3407,5241,M&A,3.1,30844.4,95617.6,4626.7,14342.6,9101.6,청구,자부심,"보상규정은 있으나 서면 통지가 없어 발명진흥법 제15조 제2~4항을 충족하지 못하여 제6항의 정당보상 추정이 미적용됩니다. 공시된 이익 95,617.6만원 대비 기지급 5,241만원은 대법원 2009다75178 등에서 본 발명자 공헌도(10~20%) 관행에 비추어 추가 보상 여지가 큽니다. 또한 M&A로 인한 가치 변동도 2023다237514에 따라 상당인과관계가 인정되는 범위에서 사용자 이익에 포함될 수 있습니다. 소송은 2~3년·비용 부담이 커서 바로 가기보다는, 시효 10년(2009다75178) 유념하며 사내·조정 절차로 증분 보상을 공식 요구하는 ‘청구’가 실익 대비 효율적입니다.",청구,0
150,제조,보통,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,9.0593,S2,0.03,2322663,0.0617,584,1461,3798,5843,라이선스수입,6.8,4300.0,29240.0,645.0,4386.0,-1457.0,협상요청,자부심,"제15조 제2~4항의 서면 통지·협의 미이행으로 사용자의 ‘정당보상 추정’(제15조 제6항) 근거가 약하므로, 규정 정비와 산정 내역 서면통지를 요구할 명분이 있습니다. 다만 회사 이익 29,240만원 대비 수령 5,843만원은 판례상 발명자 공헌도 10~20% 범위의 상단(≈5,848만원)과 사실상 일치하여 추가 증액 여지는 크지 않습니다. 2023다237514의 ‘상당인과관계 있는 이익’ 법리나 과거 실시료율 참작을 해도 이미 라이선스 수입이 반영된 사안이라 청구·소송의 시간·비용 대비 기대이익이 낮습니다. 따라서 서면 내역 공개와 규정 적법화, 향후 추가 라이선스 수익 연동 보상 합의를 목표로 우선 협상을 요청하는 것이 합리적입니다.",협상,0
151,제조,핵심,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",0,인색,0.939,S2,0.03,1252117,0.3565,189,472,1225,1886,이직제안,1.4,13391.5,18748.1,2008.7,2812.2,926.2,협상요청,자부심,"회사는 제15조 제2~4항 절차를 준수했으므로 제6항의 정당보상 추정이 먼저 적용됩니다. 다만 지급액 1,886만원은 공시 이익 18,748.1만원 대비 약 10%로 판례상 발명자 공헌도(10~20%)의 하한에 머물러(2009다75178 등) 산정근거 공개와 상향 협상의 여지가 있습니다. 최신 법리(2023다237514)의 ‘상당인과관계 있는 이익’까지 확대 주장하려면 추가 자료가 필요하고, 청구·소송은 기간·비용 대비 추가 기대액(최대 약 1,800만원 내외)이 크지 않습니다. 갈등과 비용을 최소화하면서 이직제안을 협상 레버리지로 활용해 보상 산식 공개 및 중간값 수준 상향을 요구하는 것이 현 시점의 실익이 가장 큽니다.",협상,0
149,제조,미미,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,4.7383,S2,0.03,4313305,0.0381,350,876,2276,3502,이직제안,1.2,4927.4,5912.9,739.1,886.9,-2615.1,수용,손실회피,"제조업 분야에서 대법원 판례상 실시료율 2~3%, 발명자 공헌도 10~20%가 통상인데, 회사 공시 이익 5,912.9만원 대비 저는 이미 3,502만원을 받아 통상 범위를 현저히 상회합니다. 회사가 보상규정을 서면 고지했으나 협의 절차가 없었던 점은 발명진흥법 제15조 제3항 위반으로 15조 6항의 안전장치가 약화되나, 2023년 판례의 ‘상당인과관계 있는 이익’ 기준을 적용해도 추가 보상폭이 클 가능성은 낮습니다. 협상·청구는 수개월, 소송은 2~3년과 변호사비가 소요되는 반면 예상 추가이익이 제한적이고 이직 국면에서 관계 리스크가 큽니다. 따라서 현 보상을 수용하는 것이 비용·시간 대비 합리적입니다.",수용,0
155,IT,핵심,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,5.0424,S1,0.02,2648449,0.3402,1363,3407,8858,13628,사업화성공,8.3,18018.4,149552.7,2702.8,22432.9,8804.9,협상요청,자부심,사업화가 성공해 회사가 상당한 이익을 얻었고 내 발명 기여가 분명합니다. 보상규정이 서면 통보만 있고 협의가 없었다는 점에서 보상 산정의 합리성에 의문이 듭니다. 이미 보상을 받았지만 회사 이익 대비 추가 보상 여지가 크다고 판단해 우선 협상을 통해 합리적 조정을 요구하겠습니다. 필요시 다음 단계(청구·소송)도 대비하되 먼저 관계 손상을 최소화하려 합니다.,협상,0
158,반도체,미미,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,0,인색,1.0867,S1,0.03,3499769,0.0397,68,170,442,680,침해소송승소,2.7,4172.5,11265.8,625.9,1689.9,1009.9,청구,배신감,"보상규정이 있다면서도 서면 통지를 하지 않아 규정의 감액 효력을 주장하기 어렵고, 법이 정한 합리적 보상권은 분명합니다. 이 발명으로 회사가 공시한 이익이 상당하고 침해소송 승소로 인과관계도 명확합니다. 내가 받은 보상은 약 6% 수준으로 합리적 보상에 미달한다고 판단됩니다. 따라서 정당한 몫을 확보하기 위해 법적 보상 청구 절차를 곧바로 개시하겠습니다.",청구,0
152,제약,미미,0,보상규정 자체가 없음,3,매우후함,9.3662,S2,0.05,3692639,0.0466,1210,3025,7864,12099,라이선스수입,4.6,8611.9,39614.7,1291.8,5942.2,-6156.8,수용,손실회피,"제약 업종의 직무발명으로서 회사는 보상규정이 없어 발명진흥법 제15조 제2~4항을 지키지 못했지만, 이는 제6항의 정당보상 추정만 배제할 뿐 추가보상을 곧바로 인정하지는 않습니다. 최신 대법원 법리에 따라 상당인과관계 있는 사용자 이익은 공시된 라이선스수입 약 39.6억 원으로 볼 수 있고, 이는 로열티 수입이므로 별도 실시료율 산정 없이 기준 이익이 확정됩니다. 판례상 발명자 공헌도 10~20%를 적용하면 4~8억 원 수준인데 저는 이미 12.099억 원을 수령했고, 독점권 기여율·사용자 공헌 등을 더 참작하면 법원 산정액은 이보다 낮아질 가능성이 큽니다. 따라서 추가 협상·청구·소송은 시간·비용 대비 실익이 작고 관계 악화 위험이 있어, 현재 보상을 수용하는 것이 합리적입니다.",수용,0
156,IT,미미,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,9.0714,S2,0.02,3959714,0.044,474,1184,3079,4737,이직제안,1.2,3481.4,4177.7,522.2,626.7,-4110.3,수용,손실회피,"IT 업종(정보통신) 판례(2014다220347) 기준과 발명자 공헌도 10~20%를 적용하면, 회사 공시 이익 4,177.7만원 대비 정당보상 추정치는 약 418~836만원 수준이다. 내가 받은 4,737만원은 회사 이익과 판례상 범위를 모두 상회하여 발진법 15조6항의 실질 요건(사용자 이익·공헌도 고려)에도 부합하거나 과다에 가깝다. 회사가 보상규정 협의의무(15조3항)를 지키지 않아 절차상 추정은 약하지만, 이를 이유로 추가 청구해도 증액 가능성은 낮고 청구·소송의 시간·비용 부담이 크다. 이직제안으로 기회비용도 높아 분쟁을 확전하지 않는 것이 합리적이므로 현 보상을 수용한다.",수용,0
154,IT,보통,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",1,보통,2.3609,S2,0.02,4958863,0.0869,305,763,1983,3051,사업화성공,15.1,8616.8,130113.7,1292.5,19517.1,16466.1,협상요청,자부심,"회사는 보상규정을 서면 통지·협의·결정통지까지 이행하여 발명진흥법 제15조 제6항상 정당보상 추정이 작동합니다. 사업화가 성공해 사용자 이익이 존재하나, IT 업종 판례상 합리적 실시료율 2%(2014다220347)와 발명자 공헌도 10~20%(2009다75178)를 반영하면 적정 보상범위는 약 2,600만~5,200만원이고, 기수령 3,051만원은 그 범위 내입니다. 따라서 소송으로 추정을 뒤집기 어렵고 시간·비용 대비 기대이익이 크지 않습니다. 다만 2023다237514 법리에 따른 사후사정·독점기여 등을 근거로 추가 인센티브를 요구할 여지는 있어 우선 회사에 재협상을 요청합니다.",협상,0
159,제약,핵심,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,1,보통,2.7636,S2,0.05,2444618,0.3577,1812,4531,11782,18125,M&A,4.2,43723.7,183639.5,6558.6,27545.9,9420.9,협상요청,자부심,"제15조 2~4항 중 회사가 서면 고지는 했으나 3항의 종업원 협의를 거치지 않아 6항의 정당보상 추정이 깨질 소지가 큽니다. 공시 이익 183,639.5만원에 판례상 발명자 공헌도 10~20%를 적용하면 18,364~36,728만원인데, 기수령 18,125만원은 하한에도 미달합니다. 또한 M&A로 인한 가치 반영 가능성을 대법원 2023다237514의 ‘상당인과관계 있는 이익’ 법리에 비추어 추가 참작할 여지가 있습니다. 다만 소송은 2~3년과 높은 비용 부담이 크므로 우선 회사에 협상을 요청해 추가 보상을 모색하고, 불응 시 청구·소송으로 전환하겠습니다.",협상,0
157,IT,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,10.7016,S2,0.02,1742792,0.1153,645,1613,4193,6451,라이선스수입,5.3,4018.6,21298.6,602.8,3194.8,-3256.2,수용,자부심,"IT 업종 특성상 대법원 2014다220347 취지에 비추어 합리적 실시료율은 낮게(약 2%) 보고, 발명자 공헌도도 10~20%가 통상 범위입니다. 회사가 보상규정을 서면 통지했으나 협의가 없어 제15조 제3항 위반으로 제15조 제6항의 추정은 곤란하지만, 이는 보상액이 부당할 때 비로소 다툴 여지가 커집니다. 본 건은 발명으로 라이선스수입이 발생했고 회사 공시 이익 21,298.6만원에 판례상 공헌도(10~20%)를 적용하면 2,130~4,260만원인데, 본인은 이미 6,451만원을 받아 통상 상단을 상당히 상회합니다. 추가 청구·소송은 시간·비용 대비 실익이 작으므로 현재 보상을 수용하는 것이 합리적입니다.",수용,0
160,IT,핵심,0,보상규정 자체가 없음,2,후함,4.7,S1,0.02,2444750,0.3807,1312,3280,8529,13121,라이선스수입,4.9,18612.0,91198.8,2791.8,13679.8,558.8,협상요청,자부심,"회사 이익 91,198.8만원과 제가 받은 13,121만원을 비교하면 제 기여가 충분히 반영되지 않았을 수 있습니다. 보상규정이 없는 만큼 합리적 기준을 함께 마련하고, 라이선스 수익 배분의 산정 근거를 투명하게 확인하고 싶습니다. 우선 신뢰 관계를 유지하며 추가 보상에 대해 성실히 협의해 보겠습니다. 협상이 원만히 이루어지지 않을 경우에는 법적 절차도 검토하겠다는 입장을 분명히 하겠습니다.",협상,0
162,제조,보통,0,보상규정 자체가 없음,1,보통,2.3732,S1,0.03,2560378,0.0596,163,408,1059,1630,M&A,6.2,4580.2,28397.2,687.0,4259.6,2629.6,청구,배신감,"보상규정도 없이 M&A까지 거치며 회사가 이 발명으로 상당한 이익을 얻었는데, 내가 받은 보상은 회사 공시 이익 대비 약 6%에 불과해 정당한 수준이라 보기 어렵습니다. 내부 보상체계가 부재하므로 법적 기준에 따른 정당한 보상액 산정을 요구하기 위해 직무발명 보상금 청구를 개시하겠습니다. M&A로 회사가 바뀌었더라도 보상 의무는 승계된다고 보는 만큼, 지금 단계에서 권리를 명확히 주장할 필요가 있습니다. 협의는 청구 진행과 병행하겠습니다.",청구,0
