에피소드ID,산업,발명중요도,보상규정형식레벨,보상규정형식설명,보상비율수준,보상비율라벨,보상비율실현값,인지모드,실시료율,기준매출만원,독점권기여율,출원보너스만원,등록보너스만원,실시보너스만원,실지급액합계만원,충격유형,충격배율,사용자이익기초만원,사용자이익충격후만원,충격전정당보상만원,정당보상추정만원,격차만원,발명자결정,감정동인,발명자이유,최종결과,재시도횟수
133,제약,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,0,인색,0.9315,S2,0.05,1314403,0.114,105,262,680,1047,라이선스수입,4.8,7491.8,35960.6,1123.8,5394.1,4347.1,협상요청,자부심,"발명진흥법 제15조 제3항의 협의 의무 위반과 제6항 단서의 이익·공헌도 미반영이 명확하며, 현재 보상(1,047만원)이 판례상 기준(3,596~7,192만원)을 크게 하회합니다. 먼저 회사에 법적 근거를 제시하며 추가 협의를 요청하되, 합리적 기간 내 진전이 없으면 정식 청구로 진행할 준비를 갖춰야 합니다. 자신의 발명 공헌을 정당히 인정받으려는 판단입니다.",협상,0
143,반도체,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,5.4766,S1,0.03,2845762,0.0329,231,577,1499,2307,이직제안,1.0,2808.0,2808.0,421.2,421.2,-1885.8,협상요청,손실회피,"회사가 공시한 이익 2,808만원에 비해 현재 받은 보상 2,307만원이 약 18% 적은 수준입니다. 이직제안이라는 변수가 있는 만큼 즉시 소송으로 가기보다는 먼저 회사와의 추가 협의를 통해 정당한 보상을 확보하는 것이 현명합니다. 이미 받은 보상을 잃지 않으면서도 추가 협상의 여지를 남기는 것이 합리적입니다.",협상,0
144,제약,핵심,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,0,인색,1.0073,S1,0.05,4074585,0.4088,1258,3146,8180,12584,라이선스수입,7.9,83283.3,657938.1,12492.5,98690.7,86106.7,협상요청,배신감,"회사가 보상규정을 운영하면서도 종업원에게 서면으로 알리지 않은 점, 그리고 657,938만원의 이익 중 단 12,584만원만 보상한 점에서 신뢰가 깨졌다고 느껴집니다. 그러나 법적 분쟁으로 관계를 완전히 단절하기보다는 정당한 몫에 대해 명확히 협의하고자 합니다.",협상,0
145,제약,보통,0,보상규정 자체가 없음,1,보통,2.7555,S1,0.05,939724,0.1129,219,548,1426,2193,무효소송승소,1.7,5306.0,9020.2,795.9,1353.0,-840.0,협상요청,배신감,"회사가 9,020만원의 이익을 얻었음에도 불구하고 종업원은 2,193만원만 받았으며, 회사에 보상규정이 없다는 것 자체가 종업원의 기여를 체계적으로 평가하지 않으려는 의도로 느껴진다. 무효소송 승소라는 명확한 법적 승리까지 얻었으므로, 현재 보상은 정당성을 잃었다고 판단된다. 즉각적인 소송보다는 먼저 협상을 요청하여 회사의 성의 있는 대응을 확인한 후, 그에 따라 법적 절차를 진행할 것이다.",협상,0
146,제조,핵심,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,10.25,S1,0.03,709664,0.445,1457,3642,9468,14567,M&A,5.9,9474.6,55900.1,1421.2,8385.0,-6182.0,협상요청,배신감,"회사가 55,900만원의 이익을 얻었으나 나는 14,567만원만 받았으며, 보상규정을 종업원에게 서면 고지하지 않은 점에서 투명성 부족을 느낍니다. M&A 이후 회사의 가치가 상승했을 가능성이 높은데, 사전 동의 없이 진행된 점이 신뢰를 훼손했습니다. 즉시 법적 절차로 대립하기보다는 먼저 회사와 추가 협의를 통해 합리적인 추가 보상을 요구하는 것이 현명합니다.",협상,0
142,반도체,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,0,인색,1.0021,S1,0.03,662353,0.278,83,208,539,830,무효소송승소,1.5,5523.9,8285.8,828.6,1242.9,412.9,소송,배신감,"회사가 보상규정을 서면으로 알리지 않은 채 직무발명을 처리했으며, 무효소송에서 승소하여 발명의 가치를 인정받았음에도 불구하고 830만원의 현저히 낮은 보상만 제시한 것은 기본적인 신뢰를 저버린 것으로 판단됩니다. 8,285.8만원의 이익 창출에 대해 10% 미만의 보상만 받은 것은 정당한 대우라 보기 어렵습니다. 법적 절차를 통해 합리적인 수준의 보상을 청구하는 것이 필요합니다.",소송,0
148,제약,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,0,인색,1.1327,S2,0.05,2234941,0.276,524,1310,3407,5241,M&A,3.1,30844.4,95617.6,4626.7,14342.6,9101.6,소송,자부심,"현재 보상 5,241만원은 판례상 적정 범위 9,562~19,124만원의 55% 수준으로 명백히 과소합니다. 회사가 보상규정을 서면으로 통지하지 않았으므로 발명진흥법 제15조 제6항의 '정당한 보상' 요건을 충족하지 못하며, M&A 이후 회사의 실제 이익까지 고려하면 보상 격차는 더욱 심각합니다. 소송은 2~3년의 시간과 변호사 비용이 필요하나, 판례상 확립된 기준(실시료율, 공헌도)이 명확하고 회사의 절차 위반이 객관적이므로 승소 가능성이 높습니다. 자신의 기술적 성취에 합당한 보상을 받기 위해 법적 청구가 정당합니다.",소송,0
147,제약,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,5.4707,S1,0.05,1155963,0.0807,383,957,2487,3827,침해소송승소,4.0,4664.3,18657.2,699.6,2798.6,-1028.4,협상요청,배신감,"회사가 보상규정을 일방적으로 수립하고 종업원과 협의하지 않은 상황에서, 침해소송 승소로 18,657.2만원의 이익을 얻었음에도 불구하고 3,827만원만 지급한 것은 약속된 신뢰를 어긴 것으로 느껴진다. 즉각적인 법적 조치는 관계를 완전히 단절할 수 있으므로, 먼저 회사와 정당한 협의를 통해 합리적인 수준의 추가 보상을 요구하는 것이 현명하다.",협상,0
149,제조,미미,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,4.7383,S2,0.03,4313305,0.0381,350,876,2276,3502,이직제안,1.2,4927.4,5912.9,739.1,886.9,-2615.1,청구,손실회피,"발명진흥법 제15조 제3항 위반으로 회사의 보상규정이 무효에 가까우며, 제6항 단서 조항에 따라 현 보상액이 정당성을 입증해야 하는 상황입니다. 현재 3,502만원은 회사 이익 5,912.9만원의 59%에 해당하나, 판례상 발명자 공헌도 10~20%를 적용하면 591~1,183만원이 적절하므로, 추가 청구 가능성이 높습니다. 소송의 2~3년 시간 부담과 변호사 비용을 감당하기보다는 먼저 사내 조정과 공식 청구 절차를 통해 법적 근거에 기반한 협상을 시도하는 것이 손실을 최소화하는 경로입니다.",청구,0
140,제조,보통,0,보상규정 자체가 없음,0,인색,1.0027,S2,0.03,3160452,0.0915,130,326,849,1305,M&A,7.1,8675.9,61598.9,1301.4,9239.8,7934.8,청구,배신감,"회사가 발명진흥법 제15조의 보상규정 작성·서면통지 의무를 위반했고, 현재 보상(1,305만원)은 판례상 발명자공헌도 적용 시 정당보상액(6,160~12,320만원)의 21% 수준에 불과합니다. 절차적 위반까지 명확하므로 협상만으로는 부족하고, 법적 근거가 충분하므로 사내청구→조정 경로로 진행하는 것이 시간·비용 대비 실익이 최대입니다. 법원 소송까지 가더라도 승소 가능성이 높습니다.",청구,0
151,제조,핵심,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",0,인색,0.939,S2,0.03,1252117,0.3565,189,472,1225,1886,이직제안,1.4,13391.5,18748.1,2008.7,2812.2,926.2,소송,자부심,"회사가 공시한 이익 18,748.1만원에 판례상 발명자 공헌도 10~20%를 적용하면 1,875~3,750만원이 적정 보상 범위인데, 현재 1,886만원은 최저선에 불과합니다. 발명 이후 이직제안이 있었다는 점은 회사가 발명의 가치를 인정했으면서도 보상을 최소화한 의도를 시사합니다. 법적 절차를 통해 자신의 창의적 기여가 정당하게 평가받기를 원하는 입장이며, 2024년 대법원 판결(2023다237514)에서 '상당인과관계 있는 이익'으로 법리가 재정립되어 승계 이후의 성과도 고려 대상이 되므로 소송 승산이 있습니다.",소송,0
141,제약,중요,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,5.3157,S2,0.05,3213031,0.1763,2258,5645,14677,22580,침해소송승소,3.0,28318.6,84955.8,4247.8,12743.4,-9836.6,협상요청,자부심,"발명진흥법 제15조 제3항이 요구하는 협의 절차를 회사가 이행하지 않았으므로, 법정 추정 규정이 적용되지 않습니다. 현재 보상이 판례상 범위를 벗어나지는 않으나, 절차적 결함으로 인해 보상의 정당성 자체가 의문입니다. 먼저 회사에 적법한 협의 절차를 요청하고, 불응 시 청구 또는 소송으로 진행할 법적 근거가 명확하게 존재합니다.",협상,0
153,제조,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,10.0216,S1,0.03,2861136,0.0642,829,2072,5385,8286,이직제안,1.2,5512.2,6614.6,826.8,992.2,-7293.8,협상요청,배신감,"회사가 창출한 이익 6,614.6만원에 비해 현재 받은 보상 8,286만원은 과도해 보이지만, 보상규정 수립 과정에서 종업원과 협의하지 않은 점이 절차적 신뢰를 훼손했습니다. 또한 이직제안이라는 회사의 태도 변화는 발명자에 대한 태도 변화를 암시하므로, 법적 분쟁으로 관계를 완전히 끊기 전에 공정한 절차와 추가 협의를 통해 상황을 정리할 필요가 있습니다.",협상,0
152,제약,미미,0,보상규정 자체가 없음,3,매우후함,9.3662,S2,0.05,3692639,0.0466,1210,3025,7864,12099,라이선스수입,4.6,8611.9,39614.7,1291.8,5942.2,-6156.8,청구,자부심,"회사가 보상규정을 전혀 작성하지 않은 상태에서 발명진흥법 제15조 제2항을 위반했고, 현재 받은 12,099만원은 판례상 발명자 공헌도(10~20%) 적용 시 정당한 보상액 3,961~7,923만원을 초과하나 회사의 이익 39,614.7만원과의 비율에서 정당성 판단이 필요합니다. 법적 청구 절차를 통해 발명진흥법 제15조 제6항 단서 조건(이익 고려 여부)을 기준으로 추가 보상액을 명확히 산정받는 것이 합리적이며, 최신 판례(2024.11.20)에서 '상당인과관계 있는 이익' 법리가 재정립된 만큼 법적 근거가 충분합니다. 자신의 발명 가치를 정당하게 인정받으려는 의도이며, 협상 전 법적 지위를 명확히 하는 것이 향후 협상력을 강화합니다.",청구,0
155,IT,핵심,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,5.0424,S1,0.02,2648449,0.3402,1363,3407,8858,13628,사업화성공,8.3,18018.4,149552.7,2702.8,22432.9,8804.9,협상요청,배신감,"회사가 1,495억 원의 이익을 얻었으면서 종업원과의 협의 없이 일방적으로 정한 보상규정으로 136억 원만 지급한 것은 공정하지 않습니다. 발명의 가치에 비해 극히 불균형한 보상이며, 특히 보상규정 수립 과정에서 협의 기회를 주지 않은 것은 신뢰 위반입니다. 즉시 법적 분쟁으로 치닫기보다는 먼저 공식적인 협상을 통해 적절한 수준의 추가 보상을 요구하는 것이 합리적입니다.",협상,0
154,IT,보통,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",1,보통,2.3609,S2,0.02,4958863,0.0869,305,763,1983,3051,사업화성공,15.1,8616.8,130113.7,1292.5,19517.1,16466.1,청구,자부심,"첫째, 회사는 보상규정 절차(서면 공지, 협의, 결정 통지)를 준수했으므로 발명인진법 제6항 '형식적 정당성'은 만족하나, 같은 조항 단서에서 요구하는 '이익과 공헌도 고려'가 충족되지 않았다. 둘째, 회사 공시 이익 130,113.7만원에 판례상 발명자 공헌도 10~20%를 적용하면 13,011~26,023만원 범위인데, 현재 보상 3,051만원은 이 범위의 23%에 불과해 현저히 낮다. 셋째, 대법원 2023다237514판결은 '상당인과관계 있는 이익' 기준으로 사후 사정도 통합 고려하도록 재정립했으므로, 사업화 성공이라는 객관적 성과에 기초한 추가 협의 요청이 정당하다. 넷째, 소송(2~3년, 변호사비)의 부담보다는 청구 절차(수개월)로 조정 가능성을 먼저 시도하는 것이 합리적이다.",청구,0
158,반도체,미미,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,0,인색,1.0867,S1,0.03,3499769,0.0397,68,170,442,680,침해소송승소,2.7,4172.5,11265.8,625.9,1689.9,1009.9,소송,배신감,"회사가 보상규정을 종업원에게 서면으로 알리지 않은 채 침해소송 승소로 11,265.8만원의 이익을 얻었음에도 680만원만 지급한 것은 신뢰를 저버린 행위입니다. 발명으로 인한 실질적 이익 대비 현저히 불공정한 보상이며, 협상 여지를 남기기보다는 법적 절차를 통해 정당한 권리를 주장해야 합니다.",소송,0
150,제조,보통,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,9.0593,S2,0.03,2322663,0.0617,584,1461,3798,5843,라이선스수입,6.8,4300.0,29240.0,645.0,4386.0,-1457.0,협상요청,자부심,"회사가 발명진흥법 제15조 제2항·3항·4항의 서면 통보 및 협의 의무를 이행하지 않았으므로 절차적 정당성이 결여되어 있습니다. 현재 수령액(5,843만원)이 판례상 공헌도 범위(10~20% → 2,924~5,848만원)의 상한에 근접하여 금액상 추가 이익은 제한적이나, 절차 정당성을 확보하기 위해 회사에 협의 요청을 통해 서면 통보와 산정 근거 제시를 요구하는 것이 합리적입니다. 이는 본인의 발명 성과에 대한 정당한 인정을 받고자 하는 의지를 반영합니다.",협상,0
160,IT,핵심,0,보상규정 자체가 없음,2,후함,4.7,S1,0.02,2444750,0.3807,1312,3280,8529,13121,라이선스수입,4.9,18612.0,91198.8,2791.8,13679.8,558.8,협상요청,배신감,"회사가 얻은 이익 91,198.8만원에 비해 내가 받은 보상 13,121만원은 약 14.4%에 불과하며, 보상규정도 없이 일방적으로 결정된 점에서 신뢰가 깨졌습니다. 즉시 소송으로 대응하기보다는 합리적인 협상을 통해 공정한 보상을 얻고자 하며, 이는 회사와의 관계를 완전히 단절하지 않으면서도 정당한 권리를 주장하는 균형잡힌 선택입니다.",협상,0
162,제조,보통,0,보상규정 자체가 없음,1,보통,2.3732,S1,0.03,2560378,0.0596,163,408,1059,1630,M&A,6.2,4580.2,28397.2,687.0,4259.6,2629.6,협상요청,배신감,"회사가 직무발명으로 28,397.2만원의 이익을 얻었음에도 불구하고 보상규정조차 없이 1,630만원만 지급한 것은 신뢰의 위반입니다. M&A를 통해 기업가치가 증대된 상황에서 발명의 공헌도를 재평가받을 명분이 충분합니다. 즉시 법적 조치보다는 회사와의 관계를 유지하면서 정당한 협상을 시도하는 것이 최선입니다.",협상,0
165,반도체,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,0,인색,0.8522,S1,0.03,1028103,0.0848,33,84,217,334,이직제안,1.5,2615.1,3922.6,392.3,588.4,254.4,소송,배신감,"회사가 보상규정을 일방적으로 정하고 종업원과 협의 없이 적용했으며, 발명으로 얻은 이익(3,922.6만원)에 비해 받은 보상(334만원)이 현저히 불합리합니다. 이직제안까지 받은 상황에서 신뢰가 완전히 깨졌고, 법적 절차를 통해 정당한 보상을 청구하는 것이 필요합니다.",소송,0
156,IT,미미,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,9.0714,S2,0.02,3959714,0.044,474,1184,3079,4737,이직제안,1.2,3481.4,4177.7,522.2,626.7,-4110.3,협상요청,자부심,"보상규정 협의 의무 부재는 발명진흥법 제15조 3항 위반으로, 제6항 단서에 따라 '정당한 보상' 추정효가 상실됨. 현 보상액(4,737만원)이 판례상 기준(418~836만원)을 초과했으나, 절차 결함을 지적하여 회사와 협의하면 절차 정당성 확보 또는 추가 보상 가능성을 열 수 있음. 이직 상황에서 소송 2~3년 부담보다는 수개월 협상이 현실적이며, 자신의 발명 가치를 법적 근거로 재인정받는 과정을 거칠 수 있음.",협상,0
166,제조,핵심,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,0,인색,0.9182,S1,0.03,2368405,0.3815,373,933,2427,3733,사업화성공,3.9,27107.7,105720.0,4066.2,15858.0,12125.0,소송,배신감,"회사가 얻은 이익 105,720만원에 비해 종업원이 받은 보상 3,733만원은 현저히 불균형하며, 보상규정 작성·변경 시 종업원과 협의하지 않은 것은 직무발명자의 정당한 권리를 무시한 것이다. 이러한 일방적 결정과 부당한 배분은 신뢰 관계의 심각한 침해이며, 법적 절차를 통해 정당한 보상을 청구할 수밖에 없다.",소송,0
157,IT,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,10.7016,S2,0.02,1742792,0.1153,645,1613,4193,6451,라이선스수입,5.3,4018.6,21298.6,602.8,3194.8,-3256.2,협상요청,배신감,"회사가 법 제15조 제3항의 협의 의무를 이행하지 않아 절차적 정당성이 결여되었으나, 현 보상액(6,451만원)은 판례상 발명자 공헌도(10~20%) 범위 내에 있어 실질적으로 현저히 불공정하다 보기 어렵습니다. 협상요청을 통해 절차 결함을 공식으로 지적하고 선의의 재협의 기회를 부여함으로써 관계 유지와 분쟁 예방을 도모하되, 회사가 거절할 경우 추가 청구를 검토하는 단계적 전략이 최적입니다.",협상,0
167,제조,보통,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",1,보통,2.557,S2,0.03,4312241,0.0512,254,635,1651,2540,M&A,3.3,6621.7,21851.6,993.3,3277.7,737.7,협상요청,자부심,"직무발명법 제15조 제6항 단서에서 보상액이 회사 이익과 공헌도를 고려하지 않으면 '정당한 보상'이 아니라고 명시했고, 대법원 2023다237514 판결이 승계 이후의 M&A로 인한 이익도 통합 고려 가능하다고 재정립했습니다. 현재 2,540만원은 M&A 후 21,851.6만원의 이익과 10~20% 공헌도를 고려한 2,185~4,370만원 범위에 미달하므로, 법적 문제의 여지가 있습니다. 소송은 2~3년과 높은 비용이 수반되므로, 먼저 회사와 M&A 후 이익 변화를 투명하게 공유하고 추가 협의를 요청하여 법적 기준에 합치하는 보상을 얻는 것이 가장 현실적이고 효율적입니다.",협상,0
159,제약,핵심,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,1,보통,2.7636,S2,0.05,2444618,0.3577,1812,4531,11782,18125,M&A,4.2,43723.7,183639.5,6558.6,27545.9,9420.9,협상요청,자부심,"발명진흥법 제15조 제3항에 따라 회사는 보상규정 작성·변경 시 종업원과 협의할 의무가 있으나 이를 이행하지 않았으므로, 제6항의 '정당한 보상' 요건을 충족하지 못했습니다. 현재 보상액(18,125만원)이 판례상 공헌도 기준(10~20%)을 적용한 범위(18,364~36,728만원)의 하한선 이하이며, 2024년 대법원 판결은 승계 이후 사정(M&A로 인한 가치 증가)도 고려 가능하다고 판시했습니다. 소송까지 진행할 경우 2~3년의 시간과 변호사 비용이 소요되므로, 먼저 법적 문제점을 명확히 하여 회사와 정당한 보상에 대해 협의하는 것이 합리적입니다.",협상,1
168,제조,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,4.5127,S1,0.03,2657968,0.0323,174,436,1133,1743,M&A,5.1,2575.3,13134.0,386.3,1970.1,227.1,청구,배신감,"회사가 발명으로 13,134만원의 이익을 얻었음에도 1,743만원만 보상한 것은 약 13% 수준으로, 합리적인 보상 비율과 큰 괴리가 있습니다. 특히 M&A를 통해 회사가 추가 이익을 창출한 상황에서 종업원의 기여도를 제대로 평가하지 않은 점이 신뢰를 깨뜨렸습니다. 법적 절차를 통해 정당한 보상 수준을 객관적으로 재평가받을 필요가 있습니다.",청구,0
161,반도체,중요,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",1,보통,2.6281,S2,0.03,616958,0.1492,109,272,708,1089,침해소송승소,3.5,2762.2,9667.7,414.3,1450.2,361.2,소송,자부심,"회사가 발명진흥법 제15조 제6항의 '정당한 보상' 기준을 충족하지 못했습니다. 회사는 보상규정을 서면 고지하고 협의했으나(절차적 준수), 보상액 결정 시 법정 기준인 '회사 이익과 공헌도 고려'를 이행하지 않았습니다(대법원 2023다237514 적용). 법원 판례상 발명자 공헌도 10~20%를 적용하면 967~1,934만원 범위인데, 현재 1,089만원은 이 범위 내에 있으나, 침해소송 승소로 확정된 9,667.7만원의 실제 이익에서는 명확히 저평가되었습니다. 소송을 통해 법원의 객관적 판단을 받으면 합리적 수준의 추가 보상을 확보할 가능성이 높으며, 이는 정당한 성과에 대한 적절한 인정을 받기 위한 필요한 절차입니다.",소송,1
164,제조,핵심,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",1,보통,2.4391,S2,0.03,2448011,0.4026,1082,2704,7031,10817,라이선스수입,3.9,29565.2,115304.3,4434.8,17295.6,6478.6,협상요청,자부심,"회사는 절차적 요건은 충족했으나, 판례상 발명자 공헌도(10~20%)를 적용한 정당보상 범위(11,530~23,061만원)에 현재 수령액(10,817만원)이 미달하므로, 발명법 제15조 제6항 단서의 '정당한 보상' 기준을 충족하지 못할 가능성이 높습니다. 먼저 구체적인 판례 기준을 제시하며 추가 협의를 요청하고, 합의 불가 시 법적 청구를 진행하는 것이 시간과 비용 대비 실익을 극대화합니다.",협상,0
170,반도체,중요,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,1,보통,2.8725,S1,0.03,1253654,0.2013,326,816,2120,3262,무효소송승소,1.1,7570.5,8327.6,1135.6,1249.1,-2012.9,협상요청,배신감,"회사가 보상규정을 일방적으로 통보하고 종업원과의 협의 없이 운영해온 점, 그리고 무효소송에서 승소하여 발명의 타당성을 인정받았음에도 불구하고 받은 보상(3,262만원)이 회사가 얻은 이익(8,327.6만원)의 39% 수준에 불과한 점에서 신뢰가 깨졌다고 느낍니다. 그러나 즉시 법적 절차로 나아가기보다는 먼저 정당한 보상을 위해 회사와 협의할 기회를 주고자 합니다.",협상,0
163,IT,핵심,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,5.2347,S2,0.02,4041285,0.4671,2964,7410,19267,29641,사업화성공,18.7,37749.7,705919.4,5662.5,105887.9,76246.9,협상요청,자부심,"회사가 명확한 보상규정을 운영했으나, 현재 보상액 29,641만원은 판례상 발명자공헌도(10~20%) 기준의 최저선인 70,592만원에 못 미치므로 제15조 제6항 단서에 해당합니다. 먼저 근거 있는 추가협의를 요청하여 40,000~70,000만원대 증액의 합리적 조정을 시도하되, 회사의 선의 있는 대응이 없을 경우 청구 절차로 진행할 준비를 갖추어야 합니다.",협상,0
173,제약,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,2,후함,5.5676,S1,0.05,596485,0.2739,682,1706,4435,6823,이직제안,1.5,8169.4,12254.1,1225.4,1838.1,-4984.9,협상요청,배신감,"회사가 보상규정을 종업원에게 서면으로 알리지 않은 채 운영하고 있으며, 발명으로 인한 회사의 이익(12,254.1만원)에 비해 지급받은 보상(6,823만원)이 현저히 낮습니다. 이직제안이라는 상황 변화까지 고려하면 회사의 진정한 의도에 의문이 들지만, 즉각적인 법적 조치보다는 먼저 명확한 협의를 통해 합리적인 수준의 추가 보상을 요청하는 것이 최선입니다.",협상,0
172,제조,보통,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",3,매우후함,10.3939,S1,0.03,2618407,0.1167,1429,3572,9288,14289,M&A,6.5,9165.1,59573.2,1374.8,8936.0,-5353.0,협상요청,손실회피,"회사가 얻은 이익 59,573.2만원에 비해 받은 보상 14,289만원은 약 24%에 불과하여 상당한 부당함이 있습니다. 다만 M&A 이후 회사의 상황 변화와 법적 분쟁으로 인한 불확실성을 고려할 때, 즉시 소송보다는 협상을 통해 합리적인 수준의 추가 보상을 얻는 것이 최선의 선택입니다. 현재 상황에서 보상을 포기하는 손실을 견디기 어려우며, 협상 과정에서 정당한 권리를 주장할 수 있습니다.",협상,0
175,반도체,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",0,인색,1.0709,S1,0.03,1028059,0.0211,10,26,69,105,침해소송승소,2.8,652.2,1826.2,97.8,273.9,168.9,소송,배신감,"회사가 공시한 이익이 1,826.2만원인데 종업원 발명가가 받은 보상은 105만원으로, 약 5.8% 수준에 불과합니다. 보상규정을 미리 알렸다는 것만으로는 현저히 낮은 보상액의 정당성을 설명할 수 없습니다. 침해소송 승소로 얻은 구체적인 이익에 비해 보상이 심각하게 불균형이므로, 협상이나 법적 청구로도 해결 가능성이 낮다고 판단되어 법원의 판단을 받는 것이 필요합니다.",소송,0
176,반도체,중요,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,0,인색,1.0372,S2,0.03,3508504,0.259,424,1060,2758,4242,침해소송승소,3.6,27262.5,98145.0,4089.4,14721.8,10479.8,청구,자부심,"발명진흥법 제15조 제6항 단서에 따르면 보상액이 사용자의 이익과 공헌도를 고려하지 않은 경우 정당한 보상으로 보지 않습니다. 본인이 받은 4,242만원은 회사가 얻은 98,145만원 이익의 4.3%에 불과하며, 판례상 발명자 공헌도 10~20% 범위(9,814~19,629만원)에도 미치지 못합니다. 또한 회사는 보상규정 작성·변경 시 종업원과 협의하지 않아 제15조 제3항을 위반했으므로, 소송의 시간·비용 부담 전에 먼저 법적 청구 절차를 통해 정당한 보상을 요구하는 것이 합리적입니다. 이는 자신의 발명 성과에 대한 정당한 대가를 인정받으려는 노력입니다.",청구,0
177,반도체,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,1,보통,2.5002,S1,0.03,3661447,0.0635,262,654,1700,2616,M&A,3.6,6976.6,25115.8,1046.5,3767.4,1151.4,소송,배신감,"회사가 직무발명으로 25,115.8만원의 이익을 얻었음에도 불구하고 종업원과 협의 없이 일방적으로 정한 보상규정으로 2,616만원만 지급한 것은 신뢰 관계를 심각하게 위반한 것입니다. 특히 M&A 이후 회사 가치가 크게 상승했을 가능성이 높은 상황에서 정당한 보상을 받지 못한 점이 명백합니다. 협상이나 청구는 회사의 호응 가능성이 낮으므로, 법적 절차를 통해 적절한 보상을 받아야 합니다.",소송,0
169,IT,핵심,0,보상규정 자체가 없음,3,매우후함,9.748,S2,0.02,2434355,0.3544,2523,6308,16399,25230,침해소송승소,4.0,17255.0,69020.0,2588.2,10353.0,-14877.0,협상요청,자부심,"회사가 발명진흥법 제2·4항의 보상규정 작성·공시 의무를 위반했으므로 법적 근거가 명확하다. 현재 보상액이 판례상 공헌도 상한(13,804만원)을 초과하는 점은 유리하나, 절차 위반이 선행하는 한 '정당한 보상'으로 인정되지 않는다. 소송은 2~3년의 시간과 변호사 비용을 요하는 반면, 협상을 통해 보상규정 수립과 함께 절차적 하자를 시정하면 향후 유분쟁을 차단할 수 있다. 자신의 기여가 객관적으로 인정된 상황에서 관계 개선과 법적 안정성을 함께 도모하는 것이 최선이다.",협상,0
178,반도체,보통,0,보상규정 자체가 없음,0,인색,0.8542,S2,0.03,3151880,0.0679,82,206,535,823,M&A,4.2,6424.3,26982.1,963.6,4047.3,3224.3,소송,자부심,"첫째, 회사가 보상규정을 작성하지 않았으므로 발명진흥법 제2항 위반이 확실하다. 둘째, 현재까지 받은 823만원은 회사 공시 이익 26,982.1만원의 3% 미만으로, 판례상 발명자 공헌도 10~20%를 적용한 2,698~5,396만원 범위에 현저히 미달한다. 셋째, 소송을 통해 정당한 보상을 받음으로써 자신의 발명 가치를 법적으로 인정받고자 한다. 넷째, 2009년 판결 기준 소멸시효가 10년이므로 시간이 경과 중이며, 2024년 최신 판결에서도 승계 이후 사정을 통합 고려하도록 법리가 재정립되었으므로 승소 가능성이 높다.",소송,0
